score,label
0.0006310383323580027,0
0.0006158500909805298,0
0.0006338718230836093,0
0.0007420526817440987,0
0.0008879490196704865,0
0.0015854255761951208,0
0.0015568281523883343,0
0.0015920351725071669,0
0.0014375851023942232,0
0.0010900141205638647,0
0.0012921795714646578,0
0.001518412958830595,0
0.0016117086634039879,0
0.0015783114358782768,0
0.0016154734184965491,0
0.0011547771282494068,0
0.0016141165979206562,0
0.0016021444462239742,0
0.0015752557665109634,0
0.0011172130471095443,0
0.0010576352942734957,0
0.001766163855791092,0
0.0017145152669399977,0
0.001949701807461679,0
0.0020452537573873997,0
0.0015725407283753157,0
0.0013046085368841887,0
0.001582244411110878,0
0.0015218490734696388,0
0.0014480323297902942,0
0.0014176175463944674,0
0.001504379091784358,0
0.0015660468488931656,0
0.0015892734518274665,0
0.0015154819702729583,0
0.001374118379317224,0
0.0006852471269667149,1
0.0006222412339411676,1
0.0006301493267528713,1
0.000556454062461853,1
0.0006489346851594746,1
0.0006937349098734558,1
0.000580367399379611,1
0.0006941274623386562,1
0.0006279674707911909,1
0.001625895849429071,1
